Id,Name,CityId,Street,Number,CreateDate,UpdateDate
382,james family auto sales,30,Meadow Circle,6,4/6/2024,4/6/2024
383,toyota of poway,2,Maple Drive,17,4/6/2024,4/6/2024
384,volkswagen santa monica,70,Pine Boulevard,12,4/6/2024,4/6/2024
385,mini of san diego,52,Elm Lane,7,4/6/2024,4/6/2024
386,premier chrysler jeep of placentia,14,Hill Road,23,4/6/2024,4/6/2024
387,mas financial services,70,Lake Avenue,47,4/6/2024,4/6/2024
388,auto finance solutions dba abc remarketing,54,Pine Court,11,4/6/2024,4/6/2024
389,gama motors,6,Forest Way,43,4/6/2024,4/6/2024
390,scott robinson honda,15,Grove Road,6,4/6/2024,4/6/2024
391,auto city sales/leasing,64,Lake Avenue,37,4/6/2024,4/6/2024
392,gosch hyundai,53,Sunset Boulevard,37,4/6/2024,4/6/2024
393,delta dealer services,26,Forest Place,13,4/6/2024,4/6/2024
394,repo remarketing/pacific marine credit union,61,Elm Court,11,4/6/2024,4/6/2024
395,golden gate auto wholesale inc,68,River Circle,13,4/6/2024,4/6/2024
396,anm collision center inc,47,Main Court,24,4/6/2024,4/6/2024
397,lease plan usa/tra,10,Lake Circle,48,4/6/2024,4/6/2024
398,hornburg jaguar,22,Pine Terrace,18,4/6/2024,4/6/2024
399,unique auto brokerage,57,Pine Lane,45,4/6/2024,4/6/2024
400,fiesta ford lincoln mercury,91,Hill Court,25,4/6/2024,4/6/2024
401,mercedes benz of foothill ranch,26,Main Circle,25,4/6/2024,4/6/2024
402,pacific porsche,32,Spruce Place,48,4/6/2024,4/6/2024
403,imans imports,43,Main Boulevard,42,4/6/2024,4/6/2024
404,repo remarketing/north island fcu,90,Sunset Trail,43,4/6/2024,4/6/2024
405,melody toyota,47,Grove Terrace,2,4/6/2024,4/6/2024
406,desert fleet lease,34,Pine Trail,23,4/6/2024,4/6/2024
407,ed dees,10,Park Place,38,4/6/2024,4/6/2024
408,tom griffiths autos wholesale,1,Spruce Street,6,4/6/2024,4/6/2024
409,bv automotive llc,17,Meadow Court,14,4/6/2024,4/6/2024
410,blvd motors,85,Main Terrace,15,4/6/2024,4/6/2024
411,g n l auto inc,83,Valley Street,11,4/6/2024,4/6/2024
412,autobahnd,19,Oak Place,20,4/6/2024,4/6/2024
413,acura of serramonte,36,Cedar Trail,43,4/6/2024,4/6/2024
414,best auto wholesale,88,Park Avenue,36,4/6/2024,4/6/2024
415,land rover san jose,14,Forest Trail,9,4/6/2024,4/6/2024
416,axcess financial,69,Lake Court,14,4/6/2024,4/6/2024
417,beverly hills bmw,68,Grove Drive,2,4/6/2024,4/6/2024
418,ocean 99,90,Forest Trail,25,4/6/2024,4/6/2024
419,mckenna motors cerritos inc,37,Elm Avenue,41,4/6/2024,4/6/2024
420,kearny mesa hyundai subaru,26,Main Avenue,43,4/6/2024,4/6/2024
421,get me done autosales,35,Elm Drive,3,4/6/2024,4/6/2024
422,penegon mission viejo inc,21,Cedar Court,49,4/6/2024,4/6/2024
423,mercedes benz of south bay,50,Grove Terrace,32,4/6/2024,4/6/2024
424,chen and ashley auto group,47,Meadow Place,3,4/6/2024,4/6/2024
425,vista motors,28,Hill Boulevard,5,4/6/2024,4/6/2024
426,twin motor,57,Main Court,25,4/6/2024,4/6/2024
427,motor city lexus of bakersfield,23,Cedar Lane,44,4/6/2024,4/6/2024
428,auto desert,27,Maple Boulevard,19,4/6/2024,4/6/2024
429,claremont volkswagen,89,Lake Road,46,4/6/2024,4/6/2024
430,cathedral city auto,47,Grove Lane,43,4/6/2024,4/6/2024
431,action auction llc,60,Valley Road,31,4/6/2024,4/6/2024
432,scott robinson chrysler jeep dodge ram,6,Cedar Trail,28,4/6/2024,4/6/2024
433,anderson chrysler jeep dodge,32,Maple Trail,47,4/6/2024,4/6/2024
434,ez auto wholesale,68,Main Road,20,4/6/2024,4/6/2024
435,jimmie johnson kearny mesa chevrolet,36,Hill Way,34,4/6/2024,4/6/2024
436,afg/roquemore and roquemore inc,15,Pine Boulevard,14,4/6/2024,4/6/2024
437,repo remarketing/coast hills fcu,31,Grove Court,13,4/6/2024,4/6/2024
438,nationwide motor vehicles,70,Oak Road,2,4/6/2024,4/6/2024
439,stevens creek auto imports,47,Sunset Street,33,4/6/2024,4/6/2024
440,remarketing by ge/manheim san diego,67,Cedar Street,40,4/6/2024,4/6/2024
441,care fox autowhole sale,21,Park Circle,43,4/6/2024,4/6/2024
442,concord toyota,29,Oak Boulevard,28,4/6/2024,4/6/2024
443,lotus auto sales,38,Park Boulevard,15,4/6/2024,4/6/2024
444,puente hills mitsubishi,51,Pine Avenue,13,4/6/2024,4/6/2024
445,rancho pueblo viejo inc,79,Meadow Drive,37,4/6/2024,4/6/2024
446,coast acceptance corp,23,Main Street,24,4/6/2024,4/6/2024
447,price motor sales,2,Grove Trail,41,4/6/2024,4/6/2024
448,fleet lease disposal,93,Cedar Boulevard,39,4/6/2024,4/6/2024
449,global trade,6,Spruce Street,2,4/6/2024,4/6/2024
450,onemain rem/master car center,22,Valley Avenue,5,4/6/2024,4/6/2024
451,detroit west auto wholesale,90,Cedar Place,35,4/6/2024,4/6/2024
452,m l sim,91,Forest Place,6,4/6/2024,4/6/2024
453,tuttle click chrysler jeep dodge,43,Hill Street,40,4/6/2024,4/6/2024
454,mossy toyota,14,Park Avenue,23,4/6/2024,4/6/2024
455,courtesy chrysler dodge jeep ram of orange,8,Pine Place,27,4/6/2024,4/6/2024
456,genco recovery,79,Oak Terrace,25,4/6/2024,4/6/2024
457,advantage funding commercial capital corp,18,Maple Circle,20,4/6/2024,4/6/2024
458,claremont toyota,17,Hill Terrace,38,4/6/2024,4/6/2024
459,auto dealers ca whsle network fleet llc,25,Maple Road,12,4/6/2024,4/6/2024
460,chaser inc,27,Oak Road,45,4/6/2024,4/6/2024
461,luxury cars inc,30,Lake Court,17,4/6/2024,4/6/2024
462,time finance co,5,Pine Terrace,3,4/6/2024,4/6/2024
463,repo remarketing/patelco credit union,69,Cedar Street,49,4/6/2024,4/6/2024
464,onemain rem/cars galore,4,Sunset Boulevard,49,4/6/2024,4/6/2024
465,united auto credit/irvine,79,Lake Street,47,4/6/2024,4/6/2024
466,premium auto group llc,49,Hill Way,4,4/6/2024,4/6/2024
467,driveit financial services llc,42,Maple Road,11,4/6/2024,4/6/2024
468,jk motors inc,14,Main Circle,12,4/6/2024,4/6/2024
469,sampson wholesale dealership,9,Maple Road,45,4/6/2024,4/6/2024
470,cabe toyota,27,Cedar Street,38,4/6/2024,4/6/2024
471,mlr trading company,29,Park Circle,26,4/6/2024,4/6/2024
472,platinum motors,28,Sunset Court,26,4/6/2024,4/6/2024
473,buena park honda,4,Sunset Avenue,3,4/6/2024,4/6/2024
474,diablo subaru of walnut creek,88,Lake Circle,3,4/6/2024,4/6/2024
475,rehman auto sales,81,Park Place,43,4/6/2024,4/6/2024
476,premier chevrolet of buena park,85,Meadow Terrace,47,4/6/2024,4/6/2024
477,a & a auto sales,8,Pine Terrace,49,4/6/2024,4/6/2024
478,nice car,80,Sunset Road,22,4/6/2024,4/6/2024
479,auto finance solutions,73,Hill Street,11,4/6/2024,4/6/2024
480,deer valley fleet & leasing,31,Hill Road,26,4/6/2024,4/6/2024
481,coastal credit llc / jacksonville / orange park,29,Sunset Trail,18,4/6/2024,4/6/2024
482,aq motors,47,Elm Avenue,42,4/6/2024,4/6/2024
483,orv enterprises,52,Hill Lane,43,4/6/2024,4/6/2024
484,huntington beach auto buyers,50,Maple Terrace,35,4/6/2024,4/6/2024
485,toyota of orange,70,Pine Avenue,15,4/6/2024,4/6/2024
486,lexus of serramonte,94,Lake Trail,36,4/6/2024,4/6/2024
487,san diego auto finder,21,Oak Lane,30,4/6/2024,4/6/2024
488,onemain rem/fmt enterprises inc,61,Forest Road,31,4/6/2024,4/6/2024
489,manheim california,69,Spruce Avenue,16,4/6/2024,4/6/2024
490,newport acceptance corp,85,Oak Terrace,31,4/6/2024,4/6/2024
491,car cash loans,57,Sunset Way,6,4/6/2024,4/6/2024
492,sms financial inc,93,Main Road,47,4/6/2024,4/6/2024
493,cherry motors,60,Park Place,5,4/6/2024,4/6/2024
494,executive enterprises auto wholesale inc,11,Main Lane,23,4/6/2024,4/6/2024
495,stevens creek bmw,86,Grove Way,1,4/6/2024,4/6/2024
496,mercedes benz of walnut creek,48,Park Boulevard,5,4/6/2024,4/6/2024
497,elite auto sales/leasing,53,Oak Trail,34,4/6/2024,4/6/2024
498,public service credit union,72,Hill Boulevard,40,4/6/2024,4/6/2024
499,primeritus remarketing/cu recovery,23,Spruce Drive,39,4/6/2024,4/6/2024
500,horizon auto sales,85,Pine Road,46,4/6/2024,4/6/2024
501,pra recievables management llc,70,Lake Boulevard,34,4/6/2024,4/6/2024
502,transfleet us llc,52,Spruce Drive,21,4/6/2024,4/6/2024
503,billotti auto sales,7,Spruce Street,19,4/6/2024,4/6/2024
504,purple heart services inc,80,Cedar Boulevard,25,4/6/2024,4/6/2024
505,honor finance corporation,21,River Avenue,19,4/6/2024,4/6/2024
506,honda cars of corona,45,Hill Boulevard,38,4/6/2024,4/6/2024
507,repo remarketing/hughes fcu,11,Sunset Drive,11,4/6/2024,4/6/2024
508,rvr,70,River Street,4,4/6/2024,4/6/2024
509,mccauley automotive co,46,Pine Lane,16,4/6/2024,4/6/2024
510,evergreen auto sales,67,Cedar Court,33,4/6/2024,4/6/2024
511,jessup cad buick pont gmc saab/hummer chev,40,Grove Lane,39,4/6/2024,4/6/2024
512,check into cash inc.,45,Valley Circle,10,4/6/2024,4/6/2024
513,green land cars,95,Forest Drive,41,4/6/2024,4/6/2024
514,global motors inc,50,Hill Street,41,4/6/2024,4/6/2024
515,savarani motors,92,River Court,2,4/6/2024,4/6/2024
516,donate for charity,11,Pine Street,34,4/6/2024,4/6/2024
517,special interest cars,96,River Terrace,31,4/6/2024,4/6/2024
518,weseloh kia carlsbad,91,Forest Avenue,20,4/6/2024,4/6/2024
519,hb auto sales,79,Pine Circle,10,4/6/2024,4/6/2024
520,discovery imports,12,Cedar Trail,35,4/6/2024,4/6/2024
521,foreman financial,72,Grove Boulevard,29,4/6/2024,4/6/2024
522,repo remarketing/the golden 1 credit union,85,Spruce Boulevard,21,4/6/2024,4/6/2024
523,wegge motor cars a corporation,62,Meadow Boulevard,10,4/6/2024,4/6/2024
524,newport lexus,68,River Street,22,4/6/2024,4/6/2024
525,maz house of cars,86,River Trail,22,4/6/2024,4/6/2024
526,worthington ford,2,Elm Boulevard,11,4/6/2024,4/6/2024
527,azure autos,65,Grove Place,43,4/6/2024,4/6/2024
528,western motors/aide rent a car,4,Valley Trail,22,4/6/2024,4/6/2024
529,ak international inc,79,Main Place,45,4/6/2024,4/6/2024
530,mercedes benz of oakland,55,River Court,42,4/6/2024,4/6/2024
531,national auto clearing house,8,Forest Avenue,34,4/6/2024,4/6/2024
532,integrity motors,30,Elm Street,39,4/6/2024,4/6/2024
533,finn's discount auto inc,48,Maple Terrace,35,4/6/2024,4/6/2024
534,fast trax auto,84,Lake Boulevard,43,4/6/2024,4/6/2024
535,in line motors,52,Pine Avenue,3,4/6/2024,4/6/2024
536,s & p auto leasing,94,Spruce Trail,1,4/6/2024,4/6/2024
537,star car sports llc,27,Valley Court,11,4/6/2024,4/6/2024
538,onemain rem/hawthorne motors pre-owned,52,Cedar Court,42,4/6/2024,4/6/2024
539,yucca valley ford center,85,Lake Lane,11,4/6/2024,4/6/2024
540,b link auto marine,12,Cedar Street,49,4/6/2024,4/6/2024
541,w i simonson,36,Elm Court,1,4/6/2024,4/6/2024
542,top finance company inc.,84,Grove Lane,23,4/6/2024,4/6/2024
543,rpm lenders,89,Meadow Street,17,4/6/2024,4/6/2024
544,valmot,40,Park Drive,4,4/6/2024,4/6/2024
545,jason t gilmer,6,Sunset Place,17,4/6/2024,4/6/2024
546,k & s auto sales,20,Forest Drive,17,4/6/2024,4/6/2024
547,a/k auto sales,15,Lake Trail,9,4/6/2024,4/6/2024
548,capitol mazda,27,Main Trail,25,4/6/2024,4/6/2024
549,joslin mobile inc,55,Grove Court,5,4/6/2024,4/6/2024
550,hornburg jaguar santa monica,73,Hill Terrace,36,4/6/2024,4/6/2024
551,ford motor credit company,31,Park Drive,37,4/6/2024,4/6/2024
552,ars/avis budget group,45,Sunset Place,38,4/6/2024,4/6/2024
553,chrysler group llc,44,Lake Boulevard,39,4/6/2024,4/6/2024
554,progressive remarketing,84,Hill Avenue,11,4/6/2024,4/6/2024
555,national auto outlet,80,Maple Way,20,4/6/2024,4/6/2024
556,enterprise rent a car/ars,67,Hill Street,18,4/6/2024,4/6/2024
557,red canoe credit union,76,Pine Road,19,4/6/2024,4/6/2024
558,honda of stevens creek,42,Spruce Drive,29,4/6/2024,4/6/2024
559,system electric co,26,Pine Drive,27,4/6/2024,4/6/2024
560,peninsula infiniti llc,13,Main Place,12,4/6/2024,4/6/2024
561,kern schools fcu,90,Forest Street,21,4/6/2024,4/6/2024
562,winn santa maria hyundai,26,Maple Road,5,4/6/2024,4/6/2024
563,j.d. byrider,96,Oak Drive,49,4/6/2024,4/6/2024
564,remarketing by ge/drivetime,50,River Drive,32,4/6/2024,4/6/2024
565,douglas finance corporation,19,Pine Place,26,4/6/2024,4/6/2024
566,weir canyon honda,80,Meadow Road,2,4/6/2024,4/6/2024
567,top finance co,48,Pine Street,29,4/6/2024,4/6/2024
568,dons auto center,55,Park Street,37,4/6/2024,4/6/2024
569,exquisite car sales,2,River Court,10,4/6/2024,4/6/2024
570,rent one rent a car,70,Spruce Place,31,4/6/2024,4/6/2024
571,orange county auto buyers llc,92,Park Lane,18,4/6/2024,4/6/2024
572,dbs auto sales,46,Valley Avenue,33,4/6/2024,4/6/2024
573,ferrari of orange county,50,River Court,44,4/6/2024,4/6/2024
574,south bay mazda,69,Hill Lane,46,4/6/2024,4/6/2024
575,autohaus,88,Elm Way,15,4/6/2024,4/6/2024
576,motor city,74,Elm Avenue,35,4/6/2024,4/6/2024
577,south county fiat at mission viejo,53,Pine Avenue,35,4/6/2024,4/6/2024
578,wheels/cox,66,River Court,13,4/6/2024,4/6/2024
579,select remarketing group llc/loan max title,44,Oak Trail,5,4/6/2024,4/6/2024
580,titlemax/tyler tx1,16,Meadow Trail,16,4/6/2024,4/6/2024
581,county financial services,66,Elm Street,46,4/6/2024,4/6/2024
582,san diego volvo,41,Forest Court,33,4/6/2024,4/6/2024
583,dollar bill auto sales inc,19,Main Court,18,4/6/2024,4/6/2024
584,total resource auctions-tulsa,33,Elm Way,41,4/6/2024,4/6/2024
585,velocity motors,38,Elm Drive,7,4/6/2024,4/6/2024
586,advantage car exchange,8,Spruce Avenue,1,4/6/2024,4/6/2024
587,bob baker toyota of lemon grove,29,Main Terrace,32,4/6/2024,4/6/2024
588,jaguar land rover carlsbad,61,Sunset Lane,26,4/6/2024,4/6/2024
589,southeast fleet a/s inc,6,Spruce Drive,5,4/6/2024,4/6/2024
590,fmgj inc,19,Meadow Street,11,4/6/2024,4/6/2024
591,gosch ford,74,Elm Boulevard,39,4/6/2024,4/6/2024
592,lease liquidations com,24,Pine Street,35,4/6/2024,4/6/2024
593,cali motors inc,64,Spruce Avenue,38,4/6/2024,4/6/2024
594,westcoast auto sales,57,Sunset Court,49,4/6/2024,4/6/2024
595,streamline auto,39,Pine Lane,37,4/6/2024,4/6/2024
596,peoples credit company inc,70,Maple Place,26,4/6/2024,4/6/2024
597,danna investments llc,89,Oak Road,49,4/6/2024,4/6/2024
598,long beach bmw & long beach mini,58,Meadow Court,23,4/6/2024,4/6/2024
599,elite motors,11,Spruce Boulevard,33,4/6/2024,4/6/2024
600,hadad auto whole sale,9,Grove Street,4,4/6/2024,4/6/2024
601,brad benson motorsports,82,River Lane,21,4/6/2024,4/6/2024
602,autolink trading llc,31,Sunset Circle,14,4/6/2024,4/6/2024
603,mikes auto sales,17,Hill Trail,7,4/6/2024,4/6/2024
604,south coast acura,45,Cedar Court,19,4/6/2024,4/6/2024
605,matix motoring inc,8,Meadow Court,2,4/6/2024,4/6/2024
606,hacienda auto center,8,Grove Street,28,4/6/2024,4/6/2024
607,inland chevrolet,31,Meadow Trail,7,4/6/2024,4/6/2024
608,green line auto sales,57,Main Road,9,4/6/2024,4/6/2024
609,marquinas enterprises,84,Meadow Drive,2,4/6/2024,4/6/2024
610,santa monica motor cars,77,Oak Road,48,4/6/2024,4/6/2024
611,palm springs ford-lincoln-mercury,33,Forest Lane,48,4/6/2024,4/6/2024
612,ross nissan of el monte,20,Cedar Court,35,4/6/2024,4/6/2024
613,nationwide remarketing,60,Spruce Way,32,4/6/2024,4/6/2024
614,sc automotive world,16,Maple Circle,24,4/6/2024,4/6/2024
615,anaheim pre owned cars,35,Sunset Court,42,4/6/2024,4/6/2024
616,mazda of escondido,60,Forest Street,41,4/6/2024,4/6/2024
617,arrowhead auto group inc,23,Forest Drive,1,4/6/2024,4/6/2024
618,world motorsports,61,Hill Boulevard,21,4/6/2024,4/6/2024
619,automotive remarketing inc,20,Maple Road,26,4/6/2024,4/6/2024
620,pch pre owned,9,Oak Avenue,22,4/6/2024,4/6/2024
621,garys auto sales inc,59,River Road,19,4/6/2024,4/6/2024
622,west coast motors,79,Pine Lane,34,4/6/2024,4/6/2024
623,california auto retail sales cars,63,Maple Avenue,47,4/6/2024,4/6/2024
624,lon motors,45,Sunset Terrace,3,4/6/2024,4/6/2024
625,mid city motors,91,Park Street,10,4/6/2024,4/6/2024
626,bargain autos,68,Main Drive,23,4/6/2024,4/6/2024
627,private collection motors inc,43,Cedar Way,10,4/6/2024,4/6/2024
628,carpower trading inc,68,Valley Circle,43,4/6/2024,4/6/2024
629,all in auto sales inc,42,Park Way,3,4/6/2024,4/6/2024
630,lexus of marin,55,River Trail,24,4/6/2024,4/6/2024
631,diamond auto sales llc,23,Main Road,43,4/6/2024,4/6/2024
632,point loma pre owned inc,31,Hill Street,41,4/6/2024,4/6/2024
633,persian acceptance corp,82,Meadow Trail,1,4/6/2024,4/6/2024
634,la autobrokers sales/leasing,78,Maple Terrace,33,4/6/2024,4/6/2024
635,charitable auto resource,94,Meadow Lane,1,4/6/2024,4/6/2024
636,crown auto sales/leasing,90,Oak Trail,16,4/6/2024,4/6/2024
637,porterville ford,75,Hill Place,5,4/6/2024,4/6/2024
638,richmond strickland group llc,52,Hill Terrace,12,4/6/2024,4/6/2024
639,logistics leasing,47,Valley Road,1,4/6/2024,4/6/2024
640,advantage auto sales inc,43,Sunset Circle,24,4/6/2024,4/6/2024
641,primeritus remarketing / huntington bank,74,Main Circle,23,4/6/2024,4/6/2024
642,auto plaza,21,Oak Lane,4,4/6/2024,4/6/2024
643,mossy nissan kearny mesa,35,Cedar Trail,13,4/6/2024,4/6/2024
644,r & b auto center inc,90,Meadow Lane,7,4/6/2024,4/6/2024
645,siry auto group,72,Sunset Lane,2,4/6/2024,4/6/2024
646,harold's car donation service,23,Main Street,42,4/6/2024,4/6/2024
647,a to z liquidators inc,90,River Trail,7,4/6/2024,4/6/2024
648,ss motors llc,14,Grove Avenue,46,4/6/2024,4/6/2024
649,gte fcu,21,Pine Drive,16,4/6/2024,4/6/2024
650,c j autobrokers,46,Lake Street,13,4/6/2024,4/6/2024
651,simer used car sales,17,Pine Lane,43,4/6/2024,4/6/2024
652,city cars,1,Oak Boulevard,41,4/6/2024,4/6/2024
653,rent to own auto showroom llc,73,Park Place,5,4/6/2024,4/6/2024
654,boardwalk volkswagen  boardwalk lotus,74,Lake Boulevard,7,4/6/2024,4/6/2024
655,car financial,56,Lake Drive,25,4/6/2024,4/6/2024
656,united acceptance,9,Spruce Court,9,4/6/2024,4/6/2024
657,agoura motorcar co inc,13,Lake Terrace,9,4/6/2024,4/6/2024
658,austin auto assistance ltd,72,Cedar Terrace,23,4/6/2024,4/6/2024
659,sunny hills auto sales inc,11,Sunset Road,7,4/6/2024,4/6/2024
660,mac pac motors international limited,57,Meadow Boulevard,38,4/6/2024,4/6/2024
661,purple heart car donation,62,Lake Avenue,11,4/6/2024,4/6/2024
662,first choice auto center,83,Sunset Avenue,22,4/6/2024,4/6/2024
663,repo remarketing/bay fcu,74,Main Circle,33,4/6/2024,4/6/2024
664,epic auto,84,Cedar Road,2,4/6/2024,4/6/2024
665,ix autos,14,Main Terrace,15,4/6/2024,4/6/2024
666,g a o motors,86,River Court,11,4/6/2024,4/6/2024
667,absolute auto sales,92,Lake Way,40,4/6/2024,4/6/2024
668,walker wholesale,76,Spruce Trail,13,4/6/2024,4/6/2024
669,onemain rem/alliance motor cars,58,River Lane,22,4/6/2024,4/6/2024
670,car connection inc,49,Spruce Boulevard,16,4/6/2024,4/6/2024
671,chadwick auto wholesale,32,Meadow Place,9,4/6/2024,4/6/2024
672,executive auto,47,Spruce Lane,17,4/6/2024,4/6/2024
673,j s auto brokers,73,River Boulevard,19,4/6/2024,4/6/2024
674,premier chry jeep dge ram of w covina,28,Hill Drive,12,4/6/2024,4/6/2024
675,metro auto loan,15,Sunset Place,31,4/6/2024,4/6/2024
676,low gos used cars,22,Forest Place,39,4/6/2024,4/6/2024
677,auto finance company inc,74,Pine Terrace,8,4/6/2024,4/6/2024
678,capistrano volkswagen,21,Meadow Boulevard,44,4/6/2024,4/6/2024
679,mcbay auto,10,Oak Court,8,4/6/2024,4/6/2024
680,desert plaza auto sales inc,37,Elm Way,25,4/6/2024,4/6/2024
681,auto remarketing resources,10,Oak Lane,46,4/6/2024,4/6/2024
682,hayward auto store llc,54,Meadow Circle,8,4/6/2024,4/6/2024
683,center for car donations,48,Park Road,28,4/6/2024,4/6/2024
684,credit concepts,94,Forest Avenue,37,4/6/2024,4/6/2024
685,dynamic auto group,50,Hill Trail,37,4/6/2024,4/6/2024
686,audi palo alto,86,Elm Avenue,15,4/6/2024,4/6/2024
687,carson honda,65,Cedar Street,3,4/6/2024,4/6/2024
688,sonnen porsche audi vlksw,74,Meadow Trail,23,4/6/2024,4/6/2024
689,one autosource,35,Valley Lane,42,4/6/2024,4/6/2024
690,arno auto dealer,19,Sunset Boulevard,1,4/6/2024,4/6/2024
691,airport car rental inc,49,Spruce Circle,41,4/6/2024,4/6/2024
692,onemain remarketing services,13,Maple Avenue,43,4/6/2024,4/6/2024
693,elite motorsports inc,65,Spruce Road,43,4/6/2024,4/6/2024
694,e/v auto,12,Oak Avenue,14,4/6/2024,4/6/2024
695,otis auto sales,86,Grove Place,4,4/6/2024,4/6/2024
696,orange county auto wholesale,20,Park Place,26,4/6/2024,4/6/2024
697,kv motorsports,9,Oak Terrace,47,4/6/2024,4/6/2024
698,peddle llc,11,Park Court,44,4/6/2024,4/6/2024
699,magnussens lexus of fremont,67,Meadow Trail,40,4/6/2024,4/6/2024
700,the car firm llc,91,Cedar Lane,22,4/6/2024,4/6/2024
701,m & m cars trucks vans inc,78,Forest Drive,24,4/6/2024,4/6/2024
702,edge auto imports,76,Lake Avenue,9,4/6/2024,4/6/2024
703,honda of el cerrito,54,Sunset Lane,24,4/6/2024,4/6/2024
704,carlos ricardo landeau,62,Cedar Trail,21,4/6/2024,4/6/2024
705,usa motors and used,36,Oak Road,3,4/6/2024,4/6/2024
706,mission bay motors,20,Cedar Avenue,30,4/6/2024,4/6/2024
707,worldwide connection,42,Cedar Boulevard,37,4/6/2024,4/6/2024
708,marios auto sales inc,11,Maple Avenue,19,4/6/2024,4/6/2024
709,titlemax/garden grove ca1,67,Main Circle,24,4/6/2024,4/6/2024
710,veracom ford,61,Hill Lane,30,4/6/2024,4/6/2024
711,mary liz auto sales,39,Park Boulevard,27,4/6/2024,4/6/2024
712,commonwealth audi volkswagen,89,Main Boulevard,22,4/6/2024,4/6/2024
713,hayward nissan,77,Pine Avenue,41,4/6/2024,4/6/2024
714,credit corp,40,Grove Boulevard,20,4/6/2024,4/6/2024
715,rey/rey auto sales,60,Park Trail,40,4/6/2024,4/6/2024
716,lodi toyota lodi scion,32,River Terrace,20,4/6/2024,4/6/2024
717,kearny mesa toyota,62,Cedar Court,39,4/6/2024,4/6/2024
718,ocean auto sales,14,Valley Road,43,4/6/2024,4/6/2024
